100	0.2074948318627947
200	0.2073146154283641
300	0.219957702510263
400	0.2294870897781068
500	0.2407889332136948
600	0.25125397181737674
700	0.2592218061129898
800	0.2697488723927685
900	0.2864739681130033
1000	0.2998771126608625
1100	0.3114122618743266
1200	0.323434682146909
1300	0.33760148593357614
1400	0.3485599768075726
1500	0.36151382004004917
1600	0.3733470323730508
1700	0.3868690247779564
1800	0.40011206277309325
1900	0.32549694044467364
2000	0.39921319926974985
2100	0.20371284335952425
2200	0.3907506625094643
2300	0.4536823304271317
2400	0.4621106996561225
2500	0.4660606406086169
2600	0.4991362476940008
2700	0.42819934742334265
2800	0.5206659320862508
2900	0.5383930561932151
3000	0.5492575386161928
3100	0.30845333332119085
3200	0.5546947365748375
3300	0.5878646709426136
3400	0.5941987022400099
3500	0.6117900997057034
3600	0.5887125169395276
3700	0.5899486367819489
3800	0.6529717436157524
3900	0.6630155602915742
4000	0.6745386761494523
4100	0.6150142288108681
4200	0.6991041823322326
4300	0.7102155613728167
4400	0.7245834032757019
4500	0.7372605327554554
4600	0.5779475657028995
4700	0.7646494324242983
4800	0.772817248886252
4900	0.7884737534792432
5000	0.8007091915491225
